MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
120.0,2.0,80.0,3523.0,1.0,0.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,4.0,2.0,8.0,5.0,2006.0,2007.0,1.0,1.0,13.0,14.0,30.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,60.0,5.0,0.0,1081.0,1141.0,1.0,0.0,1.0,4.0,1151.0,0.0,0.0,1151.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,7.0,0.0,1.0,2006.0,0.0,2.0,484.0,4.0,4.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,6.0,5.0
30.0,5.0,58.0,9098.0,1.0,0.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,7.0,1920.0,2002.0,1.0,1.0,14.0,15.0,0.0,3.0,4.0,0.0,4.0,4.0,2.0,0.0,348.0,5.0,0.0,180.0,528.0,1.0,0.0,1.0,4.0,605.0,0.0,0.0,605.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,1.0,1979.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,7.0,2007.0,9.0,4.0
20.0,1.0,66.0,8712.0,0.0,3.0,0.0,0.0,4.0,1.0,11.0,2.0,2.0,0.0,2.0,5.0,5.0,1952.0,1952.0,3.0,1.0,14.0,15.0,0.0,1.0,4.0,1.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,540.0,540.0,1.0,4.0,0.0,0.0,1044.0,0.0,0.0,1044.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,7.0,0.0,2.0,1952.0,2.0,2.0,504.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,2010.0,9.0,2.0
30.0,5.0,45.0,8212.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,3.0,1914.0,1950.0,1.0,1.0,12.0,13.0,0.0,3.0,1.0,0.0,4.0,1.0,3.0,4.0,203.0,5.0,0.0,661.0,864.0,1.0,4.0,0.0,1.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,5.0,1938.0,2.0,1.0,200.0,4.0,1.0,2.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,6.0,2010.0,9.0,4.0
90.0,6.0,57.0,10307.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,2.0,5.0,6.0,5.0,1910.0,1950.0,1.0,1.0,14.0,15.0,0.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,633.0,5.0,0.0,339.0,972.0,1.0,2.0,0.0,0.0,972.0,972.0,0.0,1944.0,1.0,0.0,2.0,0.0,4.0,2.0,4.0,12.0,7.0,0.0,5.0,1920.0,2.0,2.0,324.0,1.0,4.0,0.0,0.0,28.0,169.0,0.0,0.0,0.0,0.0,6.0,2009.0,9.0,4.0
120.0,6.0,44.0,3811.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,2.0,4.0,2.0,8.0,5.0,2004.0,2005.0,3.0,1.0,5.0,5.0,186.0,2.0,4.0,2.0,0.0,4.0,1.0,2.0,1373.0,5.0,0.0,221.0,1594.0,1.0,0.0,1.0,4.0,1646.0,0.0,0.0,1646.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,2004.0,0.0,2.0,525.0,4.0,4.0,2.0,128.0,53.0,0.0,0.0,155.0,0.0,0.0,5.0,2010.0,9.0,4.0
20.0,5.0,67.0,10656.0,1.0,0.0,1.0,0.0,4.0,0.0,26.0,2.0,2.0,0.0,2.0,8.0,5.0,2006.0,2007.0,1.0,1.0,13.0,14.0,274.0,2.0,4.0,2.0,2.0,4.0,0.0,5.0,0.0,5.0,0.0,1638.0,1638.0,1.0,0.0,1.0,4.0,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,1.0,1.0,2007.0,1.0,3.0,870.0,4.0,4.0,2.0,192.0,80.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,6.0,5.0
70.0,6.0,57.0,8094.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,6.0,1915.0,1950.0,1.0,1.0,8.0,8.0,0.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,1048.0,1048.0,1.0,2.0,1.0,0.0,1048.0,720.0,0.0,1768.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,8.0,7.0,0.0,5.0,1930.0,2.0,2.0,576.0,1.0,1.0,2.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,6.0,2009.0,9.0,4.0
60.0,5.0,73.0,9066.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,8.0,5.0,1999.0,2000.0,1.0,1.0,13.0,14.0,320.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,668.0,5.0,0.0,336.0,1004.0,1.0,0.0,1.0,4.0,1004.0,848.0,0.0,1852.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,2.0,1.0,1999.0,0.0,3.0,660.0,4.0,4.0,2.0,224.0,106.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,9.0,4.0
50.0,5.0,60.0,9900.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,0.0,6.0,7.0,1940.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,778.0,778.0,1.0,4.0,1.0,4.0,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,7.0,7.0,1.0,5.0,1940.0,2.0,1.0,240.0,4.0,4.0,2.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,9.0,4.0
60.0,6.0,60.0,9780.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,0.0,5.0,7.0,9.0,1950.0,2005.0,1.0,1.0,13.0,14.0,0.0,3.0,0.0,1.0,4.0,4.0,3.0,3.0,354.0,4.0,398.0,224.0,976.0,1.0,0.0,1.0,4.0,976.0,976.0,0.0,1952.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,8.0,7.0,2.0,5.0,1950.0,0.0,1.0,299.0,4.0,4.0,2.0,285.0,0.0,0.0,0.0,216.0,0.0,0.0,4.0,2007.0,9.0,4.0
20.0,5.0,68.0,8076.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,6.0,1993.0,1994.0,1.0,1.0,6.0,6.0,112.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,705.0,5.0,0.0,455.0,1160.0,1.0,2.0,1.0,4.0,1169.0,0.0,0.0,1169.0,0.0,1.0,2.0,0.0,3.0,1.0,4.0,6.0,7.0,1.0,1.0,1993.0,0.0,2.0,402.0,4.0,4.0,2.0,0.0,26.0,0.0,0.0,144.0,0.0,0.0,7.0,2006.0,9.0,4.0
20.0,5.0,68.0,8475.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,2.0,4.0,7.0,1956.0,1956.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0,228.0,5.0,0.0,724.0,952.0,1.0,0.0,1.0,0.0,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,7.0,0.0,5.0,1956.0,2.0,1.0,283.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,9.0,4.0
60.0,5.0,106.0,11194.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,8.0,5.0,2000.0,2000.0,1.0,1.0,13.0,14.0,40.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,1406.0,1406.0,1.0,0.0,1.0,4.0,1454.0,482.0,0.0,1936.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,1.0,2000.0,1.0,2.0,504.0,4.0,4.0,2.0,188.0,124.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,9.0,4.0
20.0,5.0,100.0,21750.0,1.0,3.0,3.0,0.0,4.0,0.0,14.0,2.0,2.0,0.0,2.0,5.0,4.0,1960.0,2006.0,3.0,1.0,6.0,6.0,75.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1771.0,0.0,0.0,1771.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,9.0,2.0,1.0,1.0,1960.0,2.0,2.0,336.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,9.0,4.0
20.0,5.0,85.0,10176.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,7.0,5.0,1990.0,1990.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,637.0,5.0,0.0,663.0,1300.0,1.0,2.0,1.0,4.0,1341.0,0.0,0.0,1341.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1990.0,2.0,2.0,506.0,4.0,4.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,9.0,4.0
60.0,5.0,68.0,9375.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,5.0,1997.0,1998.0,1.0,1.0,13.0,14.0,573.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,739.0,5.0,0.0,318.0,1057.0,1.0,0.0,1.0,4.0,1057.0,977.0,0.0,2034.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,7.0,0.0,1.0,1998.0,1.0,2.0,645.0,4.0,4.0,2.0,576.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,9.0,4.0
90.0,5.0,64.0,7018.0,1.0,3.0,0.0,0.0,4.0,0.0,23.0,1.0,2.0,2.0,6.0,5.0,5.0,1979.0,1979.0,1.0,1.0,9.0,10.0,275.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,1086.0,5.0,0.0,0.0,1086.0,1.0,4.0,1.0,4.0,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,6.0,7.0,2.0,5.0,1979.0,2.0,2.0,528.0,4.0,4.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,9.0,2.0
60.0,2.0,72.0,8640.0,1.0,3.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,5.0,7.0,5.0,2009.0,2009.0,1.0,1.0,13.0,14.0,0.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,822.0,5.0,0.0,78.0,900.0,1.0,0.0,1.0,4.0,932.0,920.0,0.0,1852.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,1.0,2009.0,1.0,2.0,644.0,4.0,4.0,2.0,168.0,108.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,6.0,5.0
20.0,5.0,78.0,10140.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,5.0,6.0,1975.0,1975.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,788.0,5.0,0.0,268.0,1056.0,1.0,0.0,1.0,4.0,1074.0,0.0,0.0,1074.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,7.0,0.0,1.0,1975.0,1.0,2.0,495.0,4.0,4.0,2.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,9.0,4.0
160.0,5.0,24.0,2308.0,1.0,3.0,3.0,0.0,2.0,0.0,16.0,2.0,2.0,4.0,5.0,6.0,5.0,1976.0,1976.0,1.0,1.0,9.0,2.0,0.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,306.0,5.0,0.0,498.0,804.0,1.0,4.0,1.0,4.0,804.0,744.0,0.0,1548.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,7.0,7.0,1.0,5.0,1976.0,1.0,2.0,440.0,4.0,4.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,9.0,4.0
20.0,5.0,86.0,11210.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,5.0,2005.0,2006.0,1.0,1.0,13.0,14.0,240.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0,20.0,5.0,0.0,1594.0,1614.0,1.0,0.0,1.0,4.0,1614.0,0.0,0.0,1614.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,7.0,0.0,1.0,2005.0,1.0,3.0,865.0,4.0,4.0,2.0,144.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,6.0,5.0
50.0,5.0,55.0,7642.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,7.0,8.0,1918.0,1998.0,1.0,1.0,14.0,15.0,0.0,2.0,4.0,0.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,912.0,912.0,1.0,2.0,1.0,4.0,912.0,514.0,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,5.0,1925.0,2.0,1.0,216.0,4.0,4.0,2.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,9.0,4.0
20.0,5.0,75.0,7875.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,2.0,5.0,6.0,1961.0,1961.0,1.0,1.0,13.0,14.0,136.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,572.0,5.0,0.0,572.0,1144.0,1.0,2.0,1.0,4.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,0.0,1.0,1961.0,2.0,2.0,456.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,9.0,4.0
20.0,5.0,75.0,8100.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,1.0,2.0,0.0,2.0,5.0,8.0,1961.0,2007.0,1.0,1.0,14.0,15.0,0.0,3.0,2.0,1.0,4.0,4.0,3.0,0.0,764.0,5.0,0.0,100.0,864.0,1.0,0.0,1.0,4.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,7.0,1.0,5.0,1962.0,2.0,1.0,420.0,4.0,4.0,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,9.0,4.0
20.0,5.0,78.0,10180.0,1.0,0.0,3.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,2.0,5.0,6.0,1968.0,1968.0,1.0,1.0,6.0,10.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,744.0,5.0,0.0,168.0,912.0,1.0,4.0,1.0,4.0,1044.0,0.0,0.0,1044.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,7.0,1.0,1.0,1990.0,0.0,2.0,372.0,4.0,4.0,2.0,200.0,48.0,0.0,0.0,0.0,0.0,450.0,6.0,2008.0,9.0,4.0
20.0,5.0,105.0,11249.0,1.0,1.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,5.0,1995.0,1995.0,1.0,1.0,13.0,14.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,334.0,1.0,544.0,322.0,1200.0,1.0,0.0,1.0,4.0,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,7.0,0.0,1.0,1995.0,1.0,2.0,521.0,4.0,4.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,9.0,4.0
60.0,5.0,68.0,10304.0,1.0,0.0,3.0,0.0,1.0,0.0,17.0,4.0,2.0,0.0,5.0,5.0,7.0,1976.0,1976.0,1.0,1.0,9.0,10.0,44.0,3.0,2.0,1.0,4.0,4.0,3.0,0.0,381.0,5.0,0.0,399.0,780.0,1.0,0.0,1.0,4.0,1088.0,780.0,0.0,1868.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,7.0,1.0,1.0,1976.0,2.0,2.0,484.0,4.0,4.0,2.0,448.0,96.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,9.0,4.0
90.0,5.0,100.0,25000.0,1.0,3.0,2.0,0.0,4.0,0.0,14.0,2.0,2.0,2.0,2.0,5.0,4.0,1967.0,1967.0,1.0,1.0,6.0,10.0,0.0,3.0,4.0,1.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,1632.0,1632.0,1.0,4.0,1.0,4.0,1632.0,0.0,0.0,1632.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,8.0,7.0,0.0,1.0,1967.0,2.0,2.0,576.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,9.0,4.0
20.0,5.0,97.0,11800.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,5.0,5.0,1974.0,1974.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,2.0,4.0,0.0,1.0,663.0,5.0,0.0,201.0,864.0,1.0,4.0,1.0,4.0,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,7.0,0.0,1.0,1974.0,2.0,2.0,440.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,9.0,3.0
20.0,6.0,62.0,7311.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,2.0,2.0,5.0,1946.0,1950.0,1.0,1.0,13.0,14.0,0.0,3.0,2.0,0.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,407.0,407.0,1.0,4.0,0.0,0.0,407.0,0.0,0.0,407.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,7.0,0.0,5.0,1949.0,2.0,1.0,297.0,1.0,4.0,2.0,76.0,0.0,120.0,0.0,0.0,0.0,0.0,3.0,2008.0,9.0,0.0
50.0,5.0,80.0,17120.0,1.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,4.0,1959.0,1959.0,1.0,1.0,15.0,10.0,0.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,7.0,3.0,1.0,5.0,1991.0,0.0,2.0,680.0,4.0,4.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,9.0,4.0
20.0,4.0,60.0,8400.0,1.0,3.0,3.0,0.0,4.0,0.0,23.0,1.0,2.0,0.0,2.0,4.0,4.0,1950.0,1950.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,0.0,5.0,0.0,721.0,721.0,1.0,2.0,1.0,4.0,841.0,0.0,0.0,841.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,7.0,0.0,4.0,1950.0,2.0,1.0,294.0,4.0,4.0,0.0,250.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,2009.0,9.0,4.0
20.0,5.0,65.0,7800.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,2.0,5.0,7.0,1966.0,2008.0,3.0,1.0,6.0,6.0,47.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,240.0,4.0,474.0,150.0,864.0,1.0,0.0,1.0,4.0,892.0,0.0,0.0,892.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,7.0,0.0,5.0,1966.0,2.0,1.0,416.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,9.0,4.0
60.0,5.0,41.0,12460.0,1.0,0.0,3.0,0.0,2.0,0.0,8.0,6.0,2.0,0.0,5.0,7.0,5.0,1999.0,2000.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,870.0,5.0,0.0,167.0,1037.0,1.0,0.0,1.0,4.0,1037.0,1285.0,0.0,2322.0,0.0,0.0,2.0,1.0,4.0,1.0,4.0,8.0,7.0,1.0,3.0,1999.0,0.0,2.0,400.0,4.0,4.0,2.0,144.0,44.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,9.0,4.0
85.0,5.0,70.0,8400.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,1.0,2.0,0.0,6.0,5.0,6.0,1968.0,1968.0,1.0,1.0,6.0,6.0,0.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,744.0,5.0,0.0,89.0,833.0,1.0,2.0,1.0,4.0,898.0,0.0,0.0,898.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,0.0,1.0,1968.0,1.0,1.0,326.0,4.0,4.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,9.0,4.0
120.0,5.0,39.0,5389.0,1.0,0.0,3.0,0.0,4.0,0.0,25.0,2.0,2.0,4.0,2.0,8.0,5.0,1995.0,1996.0,1.0,1.0,5.0,5.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1180.0,5.0,0.0,415.0,1595.0,1.0,0.0,1.0,4.0,1616.0,0.0,0.0,1616.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,7.0,1.0,1.0,1995.0,1.0,2.0,608.0,4.0,4.0,2.0,237.0,152.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,9.0,4.0
20.0,5.0,68.0,13284.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,4.0,2.0,0.0,2.0,5.0,5.0,1954.0,1954.0,1.0,1.0,14.0,10.0,0.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1064.0,5.0,0.0,319.0,1383.0,1.0,4.0,1.0,4.0,1383.0,0.0,0.0,1383.0,1.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,1.0,1.0,1954.0,2.0,1.0,354.0,4.0,4.0,2.0,511.0,116.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,9.0,4.0
20.0,5.0,73.0,9803.0,1.0,3.0,3.0,0.0,4.0,0.0,26.0,2.0,2.0,0.0,2.0,7.0,5.0,2009.0,2010.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,0.0,5.0,0.0,1214.0,1214.0,1.0,0.0,1.0,4.0,1214.0,0.0,0.0,1214.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,7.0,0.0,1.0,2010.0,1.0,2.0,520.0,4.0,4.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,6.0,5.0
60.0,5.0,95.0,12350.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,5.0,9.0,5.0,2009.0,2009.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,0.0,4.0,3.0,2.0,986.0,5.0,0.0,379.0,1365.0,1.0,0.0,1.0,4.0,1365.0,1325.0,0.0,2690.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,8.0,7.0,1.0,1.0,2009.0,1.0,3.0,864.0,4.0,4.0,2.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,6.0,5.0
70.0,6.0,53.0,9863.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,6.0,1927.0,1950.0,2.0,1.0,14.0,15.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,3.0,196.0,4.0,210.0,322.0,728.0,1.0,4.0,1.0,4.0,914.0,728.0,0.0,1642.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,9.0,7.0,1.0,5.0,1927.0,2.0,1.0,374.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2007.0,9.0,0.0
60.0,2.0,68.0,7379.0,1.0,0.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,5.0,8.0,5.0,2000.0,2000.0,1.0,1.0,13.0,14.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,484.0,5.0,0.0,491.0,975.0,1.0,0.0,1.0,4.0,975.0,873.0,0.0,1848.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,7.0,1.0,1.0,2000.0,1.0,2.0,592.0,4.0,4.0,2.0,280.0,184.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,9.0,4.0
160.0,6.0,21.0,2058.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,6.0,5.0,1973.0,1973.0,1.0,1.0,6.0,6.0,265.0,3.0,4.0,1.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,672.0,672.0,1.0,0.0,1.0,4.0,672.0,546.0,0.0,1218.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,7.0,7.0,0.0,5.0,1973.0,2.0,1.0,264.0,4.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,9.0,4.0
50.0,6.0,52.0,6240.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,6.0,6.0,1931.0,1950.0,1.0,1.0,14.0,15.0,0.0,3.0,4.0,0.0,4.0,1.0,3.0,3.0,425.0,5.0,0.0,459.0,884.0,1.0,4.0,1.0,0.0,959.0,408.0,0.0,1367.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,7.0,1.0,5.0,1978.0,2.0,1.0,560.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,11.0,2007.0,9.0,4.0
